,id,geographic_area_name,estimate_total,estimate_total_less_than_10_000,estimate_total_10_000_to_14_999,estimate_total_15_000_to_19_999,estimate_total_20_000_to_24_999,estimate_total_25_000_to_29_999,estimate_total_30_000_to_34_999,estimate_total_35_000_to_39_999,estimate_total_40_000_to_44_999,estimate_total_45_000_to_49_999,estimate_total_50_000_to_59_999,estimate_total_60_000_to_74_999,estimate_total_75_000_to_99_999,estimate_total_100_000_to_124_999,estimate_total_125_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_median_household_income,Geoid
1059,1500000US530330300032,"Block Group 2, Census Tract 300.03, King County, Washington",588,52,0,33,13,75,30,28,31,14,16,105,33,71,32,31,24,60172,530330300032
1060,1500000US530330300033,"Block Group 3, Census Tract 300.03, King County, Washington",320,0,0,17,0,15,0,14,25,13,15,31,77,96,6,0,11,78529,530330300033
1061,1500000US530330300034,"Block Group 4, Census Tract 300.03, King County, Washington",413,0,0,0,0,11,0,0,0,0,86,46,138,72,31,29,0,82631,530330300034
1062,1500000US530330300035,"Block Group 5, Census Tract 300.03, King County, Washington",681,0,0,54,23,19,17,97,62,17,35,176,140,15,26,0,0,60655,530330300035
1063,1500000US530330300041,"Block Group 1, Census Tract 300.04, King County, Washington",508,124,0,54,0,0,0,11,0,0,114,136,34,0,0,35,0,55524,530330300041
1064,1500000US530330300042,"Block Group 2, Census Tract 300.04, King County, Washington",752,121,0,58,0,3,0,63,169,84,81,93,33,0,47,0,0,41938,530330300042
1065,1500000US530330300043,"Block Group 3, Census Tract 300.04, King County, Washington",553,10,0,0,0,38,23,32,26,0,67,135,160,0,0,62,0,68805,530330300043
1066,1500000US530330300044,"Block Group 4, Census Tract 300.04, King County, Washington",389,9,0,16,0,13,9,33,11,19,19,23,40,89,64,38,6,102750,530330300044
1067,1500000US530330300045,"Block Group 5, Census Tract 300.04, King County, Washington",456,0,21,0,19,22,20,0,17,0,62,21,104,17,31,33,89,93092,530330300045
1068,1500000US530330300046,"Block Group 6, Census Tract 300.04, King County, Washington",636,100,15,0,75,107,35,14,57,10,20,36,72,16,18,27,34,33333,530330300046
1069,1500000US530330300051,"Block Group 1, Census Tract 300.05, King County, Washington",711,47,50,8,22,32,31,62,0,14,137,37,148,43,27,30,23,56766,530330300051
1070,1500000US530330300052,"Block Group 2, Census Tract 300.05, King County, Washington",501,19,30,0,2,13,0,0,7,37,18,46,82,122,47,71,7,96875,530330300052
1071,1500000US530330300053,"Block Group 3, Census Tract 300.05, King County, Washington",611,15,23,13,31,27,32,78,14,26,50,95,84,45,24,44,10,57208,530330300053
1072,1500000US530330300061,"Block Group 1, Census Tract 300.06, King County, Washington",703,51,0,0,0,27,16,15,15,44,114,171,37,132,25,33,23,66898,530330300061
1073,1500000US530330300062,"Block Group 2, Census Tract 300.06, King County, Washington",926,100,174,54,99,53,82,76,17,34,43,77,26,28,11,32,20,26698,530330300062
1074,1500000US530330301001,"Block Group 1, Census Tract 301, King County, Washington",335,0,0,0,13,57,0,0,0,14,19,14,0,89,20,12,97,108413,530330301001
1075,1500000US530330301002,"Block Group 2, Census Tract 301, King County, Washington",374,0,0,0,0,26,0,34,0,0,13,0,76,96,37,28,64,115833,530330301002
1076,1500000US530330301003,"Block Group 3, Census Tract 301, King County, Washington",656,0,0,0,0,14,13,0,114,0,49,81,69,141,74,47,54,98125,530330301003
1077,1500000US530330301004,"Block Group 4, Census Tract 301, King County, Washington",342,13,0,13,0,13,0,0,0,0,49,20,122,38,40,0,34,87778,530330301004
1078,1500000US530330301005,"Block Group 5, Census Tract 301, King County, Washington",555,0,60,0,0,0,224,0,107,0,28,40,0,0,75,21,0,32427,530330301005
1079,1500000US530330301006,"Block Group 6, Census Tract 301, King County, Washington",306,18,0,33,0,0,0,0,0,27,0,0,65,35,40,64,24,104063,530330301006
1080,1500000US530330301007,"Block Group 7, Census Tract 301, King County, Washington",322,29,13,0,69,0,0,0,0,0,40,37,26,0,31,0,77,65676,530330301007
1081,1500000US530330302011,"Block Group 1, Census Tract 302.01, King County, Washington",402,0,9,18,16,49,15,19,9,0,15,46,76,69,29,32,0,84286,530330302011
1082,1500000US530330302012,"Block Group 2, Census Tract 302.01, King County, Washington",442,39,0,8,9,8,31,9,0,19,61,71,86,27,33,1,40,63750,530330302012
1083,1500000US530330302013,"Block Group 3, Census Tract 302.01, King County, Washington",558,16,9,7,8,5,0,13,8,36,69,35,226,19,42,36,29,82250,530330302013
1084,1500000US530330302014,"Block Group 4, Census Tract 302.01, King County, Washington",565,42,14,8,50,24,75,29,0,36,24,43,15,51,77,59,18,51607,530330302014
1085,1500000US530330302021,"Block Group 1, Census Tract 302.02, King County, Washington",298,15,0,19,0,33,0,17,0,17,34,33,34,11,12,51,22,67738,530330302021
1086,1500000US530330302022,"Block Group 2, Census Tract 302.02, King County, Washington",535,0,78,20,0,27,73,15,0,0,47,99,41,38,76,0,21,62854,530330302022
1087,1500000US530330302023,"Block Group 3, Census Tract 302.02, King County, Washington",206,0,0,0,0,0,17,14,17,0,0,11,21,29,56,41,0,118929,530330302023
1088,1500000US530330302024,"Block Group 4, Census Tract 302.02, King County, Washington",803,0,0,34,66,0,0,36,74,0,85,186,132,93,23,74,0,68177,530330302024
1089,1500000US530330302025,"Block Group 5, Census Tract 302.02, King County, Washington",741,54,37,71,0,33,35,40,18,38,75,61,195,0,58,26,0,54639,530330302025
1090,1500000US530330303041,"Block Group 1, Census Tract 303.04, King County, Washington",636,9,6,0,16,14,26,0,0,60,23,90,107,107,31,100,47,89611,530330303041
1091,1500000US530330303042,"Block Group 2, Census Tract 303.04, King County, Washington",682,0,0,15,40,84,30,43,21,22,11,206,96,33,24,21,36,64607,530330303042
1092,1500000US530330303051,"Block Group 1, Census Tract 303.05, King County, Washington",733,43,72,13,53,14,40,32,104,21,27,96,49,59,51,29,30,44799,530330303051
1093,1500000US530330303052,"Block Group 2, Census Tract 303.05, King County, Washington",722,105,38,0,0,15,13,18,30,83,77,80,10,93,64,52,44,54847,530330303052
1094,1500000US530330303053,"Block Group 3, Census Tract 303.05, King County, Washington",607,35,0,0,15,12,0,15,29,0,14,106,145,135,24,67,10,80880,530330303053
1095,1500000US530330303061,"Block Group 1, Census Tract 303.06, King County, Washington",433,8,0,0,0,10,8,6,0,27,34,49,54,61,89,62,25,106602,530330303061
1096,1500000US530330303062,"Block Group 2, Census Tract 303.06, King County, Washington",369,0,10,8,0,15,0,0,11,0,19,0,52,48,38,123,45,132083,530330303062
1097,1500000US530330303063,"Block Group 3, Census Tract 303.06, King County, Washington",635,35,0,23,0,25,29,20,15,0,156,29,104,54,41,62,42,63125,530330303063
1098,1500000US530330303064,"Block Group 4, Census Tract 303.06, King County, Washington",384,0,0,0,0,26,17,0,7,0,8,32,155,41,23,35,40,89000,530330303064
1099,1500000US530330303081,"Block Group 1, Census Tract 303.08, King County, Washington",327,17,0,0,0,0,0,0,25,11,19,12,34,36,65,31,77,134479,530330303081
1100,1500000US530330303082,"Block Group 2, Census Tract 303.08, King County, Washington",655,0,0,19,0,0,49,16,55,67,47,107,184,79,32,0,0,65771,530330303082
1101,1500000US530330303083,"Block Group 3, Census Tract 303.08, King County, Washington",461,39,10,0,15,9,0,0,0,11,73,0,34,79,84,76,31,114153,530330303083
1102,1500000US530330303084,"Block Group 4, Census Tract 303.08, King County, Washington",940,24,0,82,9,25,25,48,100,37,72,86,128,266,19,0,19,69235,530330303084
1103,1500000US530330303091,"Block Group 1, Census Tract 303.09, King County, Washington",447,40,0,0,0,0,0,0,0,42,0,41,109,17,61,71,66,93750,530330303091
1104,1500000US530330303092,"Block Group 2, Census Tract 303.09, King County, Washington",617,34,15,26,0,125,28,115,13,14,13,143,33,47,0,0,11,37454,530330303092
1105,1500000US530330303093,"Block Group 3, Census Tract 303.09, King County, Washington",472,12,21,21,0,69,0,20,0,46,44,63,16,58,34,41,27,60288,530330303093
1106,1500000US530330303094,"Block Group 4, Census Tract 303.09, King County, Washington",933,23,67,24,20,12,0,85,0,92,90,75,148,60,132,64,41,70433,530330303094
1107,1500000US530330303101,"Block Group 1, Census Tract 303.10, King County, Washington",339,0,0,0,18,0,16,7,17,0,20,31,98,47,34,23,28,88989,530330303101
1108,1500000US530330303102,"Block Group 2, Census Tract 303.10, King County, Washington",412,16,0,7,10,0,0,0,0,30,0,25,40,19,72,142,51,137500,530330303102
1109,1500000US530330303103,"Block Group 3, Census Tract 303.10, King County, Washington",604,0,0,10,64,0,10,0,17,0,49,27,80,92,64,104,87,108750,530330303103
1110,1500000US530330303104,"Block Group 4, Census Tract 303.10, King County, Washington",807,0,10,21,11,0,57,58,27,45,110,150,109,91,10,81,27,66144,530330303104
1111,1500000US530330303111,"Block Group 1, Census Tract 303.11, King County, Washington",386,16,0,0,0,0,0,11,10,8,0,92,50,57,87,38,17,106250,530330303111
1112,1500000US530330303112,"Block Group 2, Census Tract 303.11, King County, Washington",568,14,0,16,0,11,19,37,0,86,33,63,141,73,20,47,8,80284,530330303112
1113,1500000US530330303113,"Block Group 3, Census Tract 303.11, King County, Washington",491,10,0,0,0,23,14,8,22,20,27,25,115,117,17,40,53,91442,530330303113
1114,1500000US530330303114,"Block Group 4, Census Tract 303.11, King County, Washington",181,6,0,0,0,39,6,16,0,0,9,23,13,41,0,11,17,68672,530330303114
1115,1500000US530330303121,"Block Group 1, Census Tract 303.12, King County, Washington",551,11,63,28,62,107,11,0,78,12,44,11,97,8,9,10,0,31023,530330303121
1116,1500000US530330303122,"Block Group 2, Census Tract 303.12, King County, Washington",400,31,0,0,9,0,20,0,52,20,5,62,75,47,25,34,20,75313,530330303122
1117,1500000US530330303123,"Block Group 3, Census Tract 303.12, King County, Washington",358,11,0,0,0,15,0,19,17,26,10,49,62,106,43,0,0,94265,530330303123
1118,1500000US530330303124,"Block Group 4, Census Tract 303.12, King County, Washington",498,10,0,24,0,33,0,16,0,21,68,91,66,92,35,20,22,74186,530330303124
1119,1500000US530330303131,"Block Group 1, Census Tract 303.13, King County, Washington",585,31,11,37,0,43,51,18,66,0,124,68,106,21,9,0,0,55060,530330303131
1120,1500000US530330303132,"Block Group 2, Census Tract 303.13, King County, Washington",1148,72,143,13,76,31,61,108,49,67,175,137,102,63,12,18,21,46750,530330303132
1121,1500000US530330303141,"Block Group 1, Census Tract 303.14, King County, Washington",881,150,84,40,34,25,32,148,0,1,71,56,68,40,28,28,76,38396,530330303141
1122,1500000US530330303142,"Block Group 2, Census Tract 303.14, King County, Washington",324,0,25,13,10,0,29,16,18,0,0,44,20,67,59,9,14,88375,530330303142
1123,1500000US530330303143,"Block Group 3, Census Tract 303.14, King County, Washington",795,243,55,0,0,32,29,38,0,85,37,90,101,9,9,56,11,45017,530330303143
1124,1500000US530330304011,"Block Group 1, Census Tract 304.01, King County, Washington",972,10,15,16,43,12,7,56,0,51,115,124,118,111,179,29,86,79750,530330304011
1125,1500000US530330304012,"Block Group 2, Census Tract 304.01, King County, Washington",794,0,0,0,15,0,14,64,10,40,54,150,85,150,21,132,59,95750,530330304012
1126,1500000US530330304013,"Block Group 3, Census Tract 304.01, King County, Washington",484,0,16,15,18,21,29,0,0,8,54,21,57,9,145,78,13,110833,530330304013
1127,1500000US530330304014,"Block Group 4, Census Tract 304.01, King County, Washington",425,9,0,83,0,31,0,0,0,58,0,52,109,45,0,11,27,64952,530330304014
1128,1500000US530330304015,"Block Group 5, Census Tract 304.01, King County, Washington",678,0,55,21,0,31,0,0,71,0,24,152,127,134,43,15,5,67794,530330304015
1129,1500000US530330304031,"Block Group 1, Census Tract 304.03, King County, Washington",571,9,36,7,13,59,16,36,78,7,37,84,89,16,24,60,0,54792,530330304031
1130,1500000US530330304032,"Block Group 2, Census Tract 304.03, King County, Washington",541,28,0,19,0,0,10,0,0,19,0,23,114,114,77,56,81,106958,530330304032
1131,1500000US530330304033,"Block Group 3, Census Tract 304.03, King County, Washington",736,22,9,42,33,12,56,18,31,29,32,28,95,110,69,62,88,82500,530330304033
1132,1500000US530330304041,"Block Group 1, Census Tract 304.04, King County, Washington",745,36,8,16,9,29,0,28,37,26,50,112,31,98,116,123,26,98417,530330304041
1133,1500000US530330304042,"Block Group 2, Census Tract 304.04, King County, Washington",477,0,0,0,23,13,0,24,0,44,61,51,30,46,19,117,49,93472,530330304042
1134,1500000US530330304043,"Block Group 3, Census Tract 304.04, King County, Washington",338,0,0,0,0,0,0,0,15,30,9,64,49,30,36,79,26,102857,530330304043
1135,1500000US530330305011,"Block Group 1, Census Tract 305.01, King County, Washington",463,71,15,21,16,9,45,5,25,22,41,67,72,12,28,0,14,50391,530330305011
1136,1500000US530330305012,"Block Group 2, Census Tract 305.01, King County, Washington",577,90,99,62,59,27,76,13,16,9,47,15,35,20,0,6,3,22038,530330305012
1137,1500000US530330305031,"Block Group 1, Census Tract 305.03, King County, Washington",944,54,32,149,16,104,14,83,0,65,107,85,131,50,16,0,38,47794,530330305031
1138,1500000US530330305032,"Block Group 2, Census Tract 305.03, King County, Washington",1325,46,29,72,63,15,190,90,23,28,70,217,211,101,66,21,83,60578,530330305032
1139,1500000US530330305041,"Block Group 1, Census Tract 305.04, King County, Washington",293,29,0,0,6,14,30,8,13,28,50,21,14,24,37,19,0,53295,530330305041
1140,1500000US530330305042,"Block Group 2, Census Tract 305.04, King County, Washington",626,70,8,39,0,0,79,0,63,17,17,123,107,18,42,20,23,66923,530330305042
1141,1500000US530330305043,"Block Group 3, Census Tract 305.04, King County, Washington",482,67,9,0,11,39,0,37,12,0,11,56,79,83,0,41,37,72417,530330305043
1142,1500000US530330305044,"Block Group 4, Census Tract 305.04, King County, Washington",600,0,29,37,8,57,57,57,8,21,36,63,82,97,18,13,17,54667,530330305044
1143,1500000US530330306001,"Block Group 1, Census Tract 306, King County, Washington",545,0,0,50,0,8,8,0,35,8,68,123,78,63,16,33,55,65341,530330306001
1144,1500000US530330306002,"Block Group 2, Census Tract 306, King County, Washington",447,0,0,62,2,0,36,60,0,21,65,27,10,87,41,25,11,54078,530330306002
1145,1500000US530330306003,"Block Group 3, Census Tract 306, King County, Washington",673,0,8,24,0,77,0,11,27,43,123,27,294,0,14,25,0,71771,530330306003
1146,1500000US530330306004,"Block Group 4, Census Tract 306, King County, Washington",520,15,8,11,0,23,0,60,53,8,85,95,31,14,82,22,13,59896,530330306004
1147,1500000US530330307001,"Block Group 1, Census Tract 307, King County, Washington",458,43,47,17,101,0,11,20,34,57,40,33,19,14,7,0,15,37083,530330307001
1148,1500000US530330307002,"Block Group 2, Census Tract 307, King County, Washington",727,12,38,55,13,51,24,45,0,47,54,104,137,58,58,10,21,64950,530330307002
1149,1500000US530330307003,"Block Group 3, Census Tract 307, King County, Washington",521,24,10,10,0,38,29,37,17,13,56,51,61,74,55,15,31,68086,530330307003
1150,1500000US530330308011,"Block Group 1, Census Tract 308.01, King County, Washington",529,13,14,0,14,0,47,14,56,12,58,190,39,45,0,16,11,62466,530330308011
1151,1500000US530330308012,"Block Group 2, Census Tract 308.01, King County, Washington",844,52,42,54,35,144,77,65,21,0,160,11,61,11,73,38,0,35692,530330308012
1152,1500000US530330308013,"Block Group 3, Census Tract 308.01, King County, Washington",889,14,11,77,40,13,106,0,54,81,114,138,141,83,17,0,0,55257,530330308013
1153,1500000US530330308021,"Block Group 1, Census Tract 308.02, King County, Washington",510,29,29,0,34,35,19,36,63,41,29,18,38,36,66,25,12,47500,530330308021
1154,1500000US530330308022,"Block Group 2, Census Tract 308.02, King County, Washington",548,36,10,20,19,20,20,40,42,32,51,37,96,46,23,56,0,57241,530330308022
1155,1500000US530330308023,"Block Group 3, Census Tract 308.02, King County, Washington",339,33,0,0,19,24,9,0,43,0,8,58,33,62,24,26,0,63969,530330308023
1156,1500000US530330309011,"Block Group 1, Census Tract 309.01, King County, Washington",564,6,5,0,0,8,47,10,44,10,40,79,55,158,25,56,21,89688,530330309011
1157,1500000US530330309012,"Block Group 2, Census Tract 309.01, King County, Washington",551,7,6,20,58,0,17,9,25,29,32,73,90,87,72,22,4,72457,530330309012
1158,1500000US530330309021,"Block Group 1, Census Tract 309.02, King County, Washington",820,0,18,38,0,105,15,25,51,43,88,126,71,177,32,0,31,63211,530330309021
1159,1500000US530330309022,"Block Group 2, Census Tract 309.02, King County, Washington",456,17,0,0,0,16,50,23,59,0,38,136,61,46,10,0,0,63988,530330309022
1160,1500000US530330309023,"Block Group 3, Census Tract 309.02, King County, Washington",765,0,0,0,0,97,60,95,37,99,107,99,58,11,22,54,26,49861,530330309023
1161,1500000US530330310001,"Block Group 1, Census Tract 310, King County, Washington",960,11,0,7,24,8,10,8,0,0,13,77,178,108,119,179,218,133289,530330310001
1162,1500000US530330310002,"Block Group 2, Census Tract 310, King County, Washington",642,0,0,0,51,10,28,31,0,0,32,48,109,71,88,78,96,101667,530330310002
1163,1500000US530330311001,"Block Group 1, Census Tract 311, King County, Washington",487,0,48,0,44,0,13,0,0,21,0,101,87,87,0,22,64,85645,530330311001
1164,1500000US530330311002,"Block Group 2, Census Tract 311, King County, Washington",760,13,4,21,32,6,10,27,28,12,108,131,78,71,103,93,23,70500,530330311002
1165,1500000US530330311003,"Block Group 3, Census Tract 311, King County, Washington",817,50,45,25,30,40,57,42,31,20,124,91,102,65,41,43,11,55133,530330311003
1166,1500000US530330311004,"Block Group 4, Census Tract 311, King County, Washington",328,40,51,7,9,4,8,9,0,3,5,56,58,31,33,12,2,69375,530330311004
1167,1500000US530330311005,"Block Group 5, Census Tract 311, King County, Washington",390,5,24,4,25,19,19,24,12,29,20,95,51,32,24,7,0,60547,530330311005
1168,1500000US530330312021,"Block Group 1, Census Tract 312.02, King County, Washington",664,0,0,17,0,0,15,14,0,0,119,23,116,12,27,171,150,145667,530330312021
1169,1500000US530330312022,"Block Group 2, Census Tract 312.02, King County, Washington",263,4,4,5,0,0,3,0,0,28,60,16,58,24,17,44,0,88201,530330312022
1170,1500000US530330312023,"Block Group 3, Census Tract 312.02, King County, Washington",407,0,0,0,0,0,0,0,15,0,25,11,91,26,70,60,109,143165,530330312023
1171,1500000US530330312024,"Block Group 4, Census Tract 312.02, King County, Washington",338,14,0,0,0,43,0,13,0,0,42,0,14,44,66,13,89,122361,530330312024
1172,1500000US530330312025,"Block Group 5, Census Tract 312.02, King County, Washington",419,22,10,24,15,21,25,5,17,20,68,13,71,23,21,41,23,59175,530330312025
1173,1500000US530330312041,"Block Group 1, Census Tract 312.04, King County, Washington",382,0,9,0,0,18,23,0,0,103,18,19,46,55,0,55,36,82619,530330312041
1174,1500000US530330312042,"Block Group 2, Census Tract 312.04, King County, Washington",465,0,0,0,0,0,0,38,20,0,21,45,24,42,70,109,96,140721,530330312042
1175,1500000US530330312043,"Block Group 3, Census Tract 312.04, King County, Washington",575,0,0,0,15,0,0,32,12,0,31,63,70,122,63,65,102,106336,530330312043
1176,1500000US530330312044,"Block Group 4, Census Tract 312.04, King County, Washington",378,0,7,0,0,0,0,38,63,15,12,34,59,44,5,61,40,83690,530330312044
1177,1500000US530330312045,"Block Group 5, Census Tract 312.04, King County, Washington",472,0,0,0,0,0,0,17,16,22,15,31,85,48,73,119,46,125455,530330312045
1178,1500000US530330312051,"Block Group 1, Census Tract 312.05, King County, Washington",1148,92,16,35,30,0,41,16,31,54,88,126,236,74,128,100,81,76541,530330312051
1179,1500000US530330312052,"Block Group 2, Census Tract 312.05, King County, Washington",749,18,39,50,28,0,0,67,0,77,47,135,97,70,51,39,31,63367,530330312052
1180,1500000US530330312053,"Block Group 3, Census Tract 312.05, King County, Washington",758,49,52,12,24,0,50,0,12,48,56,145,75,35,30,64,106,71429,530330312053
1181,1500000US530330312061,"Block Group 1, Census Tract 312.06, King County, Washington",441,13,0,0,50,28,9,11,11,36,25,36,48,67,48,49,10,90188,530330312061
1182,1500000US530330312062,"Block Group 2, Census Tract 312.06, King County, Washington",677,9,0,9,15,0,37,17,62,60,29,67,87,98,17,93,77,85625,530330312062
1183,1500000US530330312063,"Block Group 3, Census Tract 312.06, King County, Washington",740,27,29,11,0,43,10,8,62,14,88,84,154,103,40,56,11,73333,530330312063
1184,1500000US530330313011,"Block Group 1, Census Tract 313.01, King County, Washington",462,13,0,0,20,25,5,0,38,23,7,77,44,121,27,50,12,90714,530330313011
1185,1500000US530330313012,"Block Group 2, Census Tract 313.01, King County, Washington",443,45,0,8,27,7,11,32,20,37,32,11,56,17,62,17,61,66563,530330313012
1186,1500000US530330313021,"Block Group 1, Census Tract 313.02, King County, Washington",388,20,8,0,0,0,28,20,20,7,16,19,33,73,0,64,80,105968,530330313021
1187,1500000US530330313022,"Block Group 2, Census Tract 313.02, King County, Washington",368,27,0,29,12,47,25,21,10,11,29,44,0,45,0,38,30,50556,530330313022
1188,1500000US530330313023,"Block Group 3, Census Tract 313.02, King County, Washington",606,40,30,0,86,26,86,9,49,0,78,27,109,23,9,10,24,41711,530330313023
1189,1500000US530330313024,"Block Group 4, Census Tract 313.02, King County, Washington",445,9,29,41,47,39,12,20,7,0,76,46,82,27,10,0,0,53223,530330313024
1190,1500000US530330314001,"Block Group 1, Census Tract 314, King County, Washington",504,0,29,15,134,0,13,0,0,27,70,0,145,30,0,0,41,56466,530330314001
1191,1500000US530330314002,"Block Group 2, Census Tract 314, King County, Washington",578,30,48,15,16,22,0,34,61,0,62,62,112,42,17,43,14,65147,530330314002
1192,1500000US530330314003,"Block Group 3, Census Tract 314, King County, Washington",695,12,16,42,13,0,13,0,31,0,81,0,180,101,44,144,18,97589,530330314003
1193,1500000US530330314004,"Block Group 4, Census Tract 314, King County, Washington",365,73,36,0,14,0,0,0,0,31,0,0,15,49,66,26,55,103523,530330314004
1194,1500000US530330314005,"Block Group 5, Census Tract 314, King County, Washington",453,0,12,15,0,28,0,15,35,26,51,58,93,51,12,57,0,62472,530330314005
1195,1500000US530330315011,"Block Group 1, Census Tract 315.01, King County, Washington",454,29,7,0,0,0,23,0,34,0,14,131,108,33,28,8,39,74276,530330315011
1196,1500000US530330315012,"Block Group 2, Census Tract 315.01, King County, Washington",657,24,7,50,15,18,41,0,0,41,21,43,55,97,80,68,97,107788,530330315012
1197,1500000US530330315013,"Block Group 3, Census Tract 315.01, King County, Washington",360,26,9,0,11,11,10,0,31,0,12,19,55,11,26,70,69,96071,530330315013
1198,1500000US530330315021,"Block Group 1, Census Tract 315.02, King County, Washington",418,0,10,0,9,9,0,29,17,0,20,14,51,63,28,64,104,118796,530330315021
1199,1500000US530330315022,"Block Group 2, Census Tract 315.02, King County, Washington",563,18,0,38,61,11,10,66,20,12,52,68,58,46,10,54,39,58375,530330315022
1200,1500000US530330315023,"Block Group 3, Census Tract 315.02, King County, Washington",801,24,15,11,14,43,63,20,46,10,54,64,98,65,97,99,78,88125,530330315023
1201,1500000US530330316011,"Block Group 1, Census Tract 316.01, King County, Washington",664,11,20,11,0,20,5,0,0,0,16,19,89,144,34,124,171,121563,530330316011
1202,1500000US530330316012,"Block Group 2, Census Tract 316.01, King County, Washington",699,21,9,0,0,0,40,11,10,30,31,60,43,146,54,92,152,117083,530330316012
1203,1500000US530330316013,"Block Group 3, Census Tract 316.01, King County, Washington",568,8,36,12,0,0,0,44,8,21,31,53,154,89,20,52,40,87125,530330316013
1204,1500000US530330316031,"Block Group 1, Census Tract 316.03, King County, Washington",613,36,29,24,19,0,0,11,0,53,0,63,50,44,58,131,95,107981,530330316031
1205,1500000US530330316032,"Block Group 2, Census Tract 316.03, King County, Washington",593,83,0,25,0,0,41,11,0,0,14,20,74,80,110,58,77,117875,530330316032
1206,1500000US530330316033,"Block Group 3, Census Tract 316.03, King County, Washington",472,0,13,13,24,14,52,0,54,22,0,38,96,0,42,81,23,77783,530330316033
1207,1500000US530330316034,"Block Group 4, Census Tract 316.03, King County, Washington",620,17,7,53,0,0,0,0,6,0,25,15,46,54,59,130,208,156696,530330316034
1208,1500000US530330316041,"Block Group 1, Census Tract 316.04, King County, Washington",990,0,11,0,0,28,0,35,0,19,7,62,274,123,139,131,161,120098,530330316041
1209,1500000US530330316042,"Block Group 2, Census Tract 316.04, King County, Washington",321,11,0,0,10,10,11,0,12,0,30,38,8,52,55,56,28,102460,530330316042
1210,1500000US530330316043,"Block Group 3, Census Tract 316.04, King County, Washington",511,9,0,0,8,0,0,11,8,35,51,62,136,83,61,17,30,94028,530330316043
1211,1500000US530330316051,"Block Group 1, Census Tract 316.05, King County, Washington",485,35,0,13,0,0,16,12,0,12,10,55,62,55,80,20,115,111528,530330316051
1212,1500000US530330316052,"Block Group 2, Census Tract 316.05, King County, Washington",552,0,0,0,0,0,0,0,31,9,55,54,115,94,22,74,98,101500,530330316052
1213,1500000US530330316053,"Block Group 3, Census Tract 316.05, King County, Washington",454,12,0,0,10,0,0,11,0,0,30,21,60,61,63,65,121,138235,530330316053
1214,1500000US530330317031,"Block Group 1, Census Tract 317.03, King County, Washington",311,0,16,0,13,14,0,13,0,0,13,37,69,55,16,11,54,84740,530330317031
1215,1500000US530330317032,"Block Group 2, Census Tract 317.03, King County, Washington",502,13,0,0,0,0,32,0,0,13,66,22,42,96,30,48,140,109821,530330317032
1216,1500000US530330317033,"Block Group 3, Census Tract 317.03, King County, Washington",523,17,0,16,0,10,48,0,39,56,63,43,95,15,34,42,45,61078,530330317033
1217,1500000US530330317034,"Block Group 4, Census Tract 317.03, King County, Washington",557,62,25,0,38,70,15,44,0,0,25,0,63,70,52,11,82,-,530330317034
1218,1500000US530330317035,"Block Group 5, Census Tract 317.03, King County, Washington",635,14,11,34,0,0,12,15,0,37,44,35,43,62,48,54,226,129044,530330317035
1219,1500000US530330317041,"Block Group 1, Census Tract 317.04, King County, Washington",442,10,10,0,0,7,6,0,0,7,19,46,36,33,69,99,100,142500,530330317041
1220,1500000US530330317042,"Block Group 2, Census Tract 317.04, King County, Washington",597,19,0,7,0,0,35,50,6,44,35,26,139,60,37,53,86,87107,530330317042
1221,1500000US530330317043,"Block Group 3, Census Tract 317.04, King County, Washington",736,10,7,0,0,6,25,6,38,28,20,124,104,106,107,78,77,100000,530330317043
1222,1500000US530330317051,"Block Group 1, Census Tract 317.05, King County, Washington",488,9,0,0,0,0,0,0,0,0,29,57,74,19,41,178,81,153487,530330317051
1223,1500000US530330317052,"Block Group 2, Census Tract 317.05, King County, Washington",352,13,0,0,0,0,0,0,21,0,22,30,19,34,55,112,46,145000,530330317052
1224,1500000US530330317053,"Block Group 3, Census Tract 317.05, King County, Washington",589,43,0,0,0,14,25,42,0,10,34,49,72,125,70,72,33,101250,530330317053
1225,1500000US530330317061,"Block Group 1, Census Tract 317.06, King County, Washington",612,20,25,0,0,0,0,15,0,8,19,19,98,66,112,51,179,126500,530330317061
1226,1500000US530330317062,"Block Group 2, Census Tract 317.06, King County, Washington",1000,114,58,0,40,106,65,102,0,34,54,163,122,27,20,72,23,48603,530330317062
1227,1500000US530330317063,"Block Group 3, Census Tract 317.06, King County, Washington",626,0,0,22,0,0,0,0,0,0,10,76,41,144,71,165,97,130694,530330317063
1228,1500000US530330317064,"Block Group 4, Census Tract 317.06, King County, Washington",613,0,0,0,0,0,0,21,0,0,39,30,150,108,148,81,36,105875,530330317064
1229,1500000US530330318001,"Block Group 1, Census Tract 318, King County, Washington",616,0,0,0,7,25,13,6,13,22,17,36,105,86,118,60,108,112727,530330318001
1230,1500000US530330318002,"Block Group 2, Census Tract 318, King County, Washington",502,0,0,7,0,0,0,0,16,7,6,0,111,112,67,78,98,121667,530330318002
1231,1500000US530330318003,"Block Group 3, Census Tract 318, King County, Washington",527,46,0,7,21,7,0,0,36,7,40,34,39,88,30,65,107,111534,530330318003
1232,1500000US530330319031,"Block Group 1, Census Tract 319.03, King County, Washington",619,15,0,73,13,0,38,0,15,0,53,56,17,65,76,72,126,118125,530330319031
