,id,geographic_area_name,estimate_total,estimate_total_car_truck_or_van,estimate_total_public_transportation,estimate_total_public_transportation_bus,estimate_total_public_transportation_subway_or_elevated_rail,estimate_total_public_transportation_long_distance_train_or_commuter_rail,estimate_total_public_transportation_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_ferryboat,estimate_total_taxicab,estimate_total_motorcycle,estimate_total_bicycle,estimate_total_walked,estimate_total_other_means,estimate_total_worked_from_home,Geoid
1083,1500000US530330302013,"Block Group 3, Census Tract 302.01, King County, Washington",864,796,34,34,0,0,0,0,0,0,0,16,0,18,530330302013
1084,1500000US530330302014,"Block Group 4, Census Tract 302.01, King County, Washington",637,496,81,81,0,0,0,0,0,0,23,28,0,9,530330302014
1085,1500000US530330302021,"Block Group 1, Census Tract 302.02, King County, Washington",348,284,64,64,0,0,0,0,0,0,0,0,0,0,530330302021
1086,1500000US530330302022,"Block Group 2, Census Tract 302.02, King County, Washington",573,508,31,31,0,0,0,0,0,0,0,0,0,34,530330302022
1087,1500000US530330302023,"Block Group 3, Census Tract 302.02, King County, Washington",400,278,122,122,0,0,0,0,0,0,0,0,0,0,530330302023
1088,1500000US530330302024,"Block Group 4, Census Tract 302.02, King County, Washington",1252,1120,38,38,0,0,0,0,0,0,0,0,0,94,530330302024
1089,1500000US530330302025,"Block Group 5, Census Tract 302.02, King County, Washington",968,753,14,14,0,0,0,0,0,0,0,139,17,45,530330302025
1090,1500000US530330303041,"Block Group 1, Census Tract 303.04, King County, Washington",974,867,33,32,1,0,0,0,0,5,0,9,0,60,530330303041
1091,1500000US530330303042,"Block Group 2, Census Tract 303.04, King County, Washington",888,743,92,92,0,0,0,0,31,0,0,0,0,22,530330303042
1092,1500000US530330303051,"Block Group 1, Census Tract 303.05, King County, Washington",616,471,67,67,0,0,0,0,0,0,0,0,0,78,530330303051
1093,1500000US530330303052,"Block Group 2, Census Tract 303.05, King County, Washington",953,609,264,264,0,0,0,0,0,0,0,11,0,69,530330303052
1094,1500000US530330303053,"Block Group 3, Census Tract 303.05, King County, Washington",655,588,65,54,0,11,0,0,0,0,0,0,0,2,530330303053
1095,1500000US530330303061,"Block Group 1, Census Tract 303.06, King County, Washington",812,752,36,36,0,0,0,0,0,0,0,0,0,24,530330303061
1096,1500000US530330303062,"Block Group 2, Census Tract 303.06, King County, Washington",665,606,16,16,0,0,0,0,0,22,0,0,0,21,530330303062
1097,1500000US530330303063,"Block Group 3, Census Tract 303.06, King County, Washington",643,570,47,47,0,0,0,0,0,0,0,0,0,26,530330303063
1098,1500000US530330303064,"Block Group 4, Census Tract 303.06, King County, Washington",632,574,35,35,0,0,0,0,0,0,0,23,0,0,530330303064
1099,1500000US530330303081,"Block Group 1, Census Tract 303.08, King County, Washington",464,375,72,72,0,0,0,0,0,0,0,2,0,15,530330303081
1100,1500000US530330303082,"Block Group 2, Census Tract 303.08, King County, Washington",853,671,54,54,0,0,0,0,0,0,22,0,69,37,530330303082
1101,1500000US530330303083,"Block Group 3, Census Tract 303.08, King County, Washington",786,697,32,32,0,0,0,0,0,0,0,1,0,56,530330303083
1102,1500000US530330303084,"Block Group 4, Census Tract 303.08, King County, Washington",1330,1229,80,80,0,0,0,0,0,0,0,0,0,21,530330303084
1103,1500000US530330303091,"Block Group 1, Census Tract 303.09, King County, Washington",787,670,43,43,0,0,0,0,0,0,0,2,43,29,530330303091
1104,1500000US530330303092,"Block Group 2, Census Tract 303.09, King County, Washington",578,501,0,0,0,0,0,0,0,0,0,64,0,13,530330303092
1105,1500000US530330303093,"Block Group 3, Census Tract 303.09, King County, Washington",485,446,13,13,0,0,0,0,0,0,0,0,0,26,530330303093
1106,1500000US530330303094,"Block Group 4, Census Tract 303.09, King County, Washington",1431,1275,129,118,11,0,0,0,0,0,0,0,0,27,530330303094
1107,1500000US530330303101,"Block Group 1, Census Tract 303.10, King County, Washington",505,464,5,5,0,0,0,0,0,0,0,15,0,21,530330303101
1108,1500000US530330303102,"Block Group 2, Census Tract 303.10, King County, Washington",724,644,23,23,0,0,0,0,0,0,0,0,15,42,530330303102
1109,1500000US530330303103,"Block Group 3, Census Tract 303.10, King County, Washington",1088,953,69,69,0,0,0,0,0,0,0,5,25,36,530330303103
1110,1500000US530330303104,"Block Group 4, Census Tract 303.10, King County, Washington",909,805,61,61,0,0,0,0,0,0,0,0,43,0,530330303104
1111,1500000US530330303111,"Block Group 1, Census Tract 303.11, King County, Washington",632,533,11,11,0,0,0,0,0,18,0,0,0,70,530330303111
1112,1500000US530330303112,"Block Group 2, Census Tract 303.11, King County, Washington",862,747,79,66,13,0,0,0,0,0,0,0,0,36,530330303112
1113,1500000US530330303113,"Block Group 3, Census Tract 303.11, King County, Washington",800,582,188,188,0,0,0,0,0,0,0,0,13,17,530330303113
1114,1500000US530330303114,"Block Group 4, Census Tract 303.11, King County, Washington",295,295,0,0,0,0,0,0,0,0,0,0,0,0,530330303114
1115,1500000US530330303121,"Block Group 1, Census Tract 303.12, King County, Washington",501,450,15,15,0,0,0,0,0,9,0,0,0,27,530330303121
1116,1500000US530330303122,"Block Group 2, Census Tract 303.12, King County, Washington",519,433,76,76,0,0,0,0,0,0,0,10,0,0,530330303122
1117,1500000US530330303123,"Block Group 3, Census Tract 303.12, King County, Washington",492,427,18,18,0,0,0,0,0,0,0,0,25,22,530330303123
1118,1500000US530330303124,"Block Group 4, Census Tract 303.12, King County, Washington",798,611,58,45,0,13,0,0,0,0,0,38,0,91,530330303124
1119,1500000US530330303131,"Block Group 1, Census Tract 303.13, King County, Washington",398,318,13,13,0,0,0,0,0,11,0,9,0,47,530330303131
1120,1500000US530330303132,"Block Group 2, Census Tract 303.13, King County, Washington",1326,1054,130,130,0,0,0,0,0,9,32,57,0,44,530330303132
1121,1500000US530330303141,"Block Group 1, Census Tract 303.14, King County, Washington",820,694,29,29,0,0,0,0,0,0,0,44,43,10,530330303141
1122,1500000US530330303142,"Block Group 2, Census Tract 303.14, King County, Washington",524,500,24,24,0,0,0,0,0,0,0,0,0,0,530330303142
1123,1500000US530330303143,"Block Group 3, Census Tract 303.14, King County, Washington",480,414,9,9,0,0,0,0,0,0,0,0,0,57,530330303143
1124,1500000US530330304011,"Block Group 1, Census Tract 304.01, King County, Washington",1266,1022,60,10,0,50,0,0,0,0,0,0,61,123,530330304011
1125,1500000US530330304012,"Block Group 2, Census Tract 304.01, King County, Washington",1131,1051,21,21,0,0,0,0,0,24,0,18,0,17,530330304012
1126,1500000US530330304013,"Block Group 3, Census Tract 304.01, King County, Washington",604,546,21,21,0,0,0,0,0,0,0,0,0,37,530330304013
1127,1500000US530330304014,"Block Group 4, Census Tract 304.01, King County, Washington",532,506,26,26,0,0,0,0,0,0,0,0,0,0,530330304014
1128,1500000US530330304015,"Block Group 5, Census Tract 304.01, King County, Washington",1018,795,0,0,0,0,0,0,0,0,0,130,23,70,530330304015
1129,1500000US530330304031,"Block Group 1, Census Tract 304.03, King County, Washington",630,539,61,61,0,0,0,0,0,0,0,0,14,16,530330304031
1130,1500000US530330304032,"Block Group 2, Census Tract 304.03, King County, Washington",904,797,96,96,0,0,0,0,0,0,0,0,0,11,530330304032
1131,1500000US530330304033,"Block Group 3, Census Tract 304.03, King County, Washington",769,631,49,28,0,21,0,0,0,0,0,0,0,89,530330304033
1132,1500000US530330304041,"Block Group 1, Census Tract 304.04, King County, Washington",1217,1009,21,21,0,0,0,0,0,17,0,106,16,48,530330304041
1133,1500000US530330304042,"Block Group 2, Census Tract 304.04, King County, Washington",811,701,28,10,0,18,0,0,0,0,0,0,0,82,530330304042
1134,1500000US530330304043,"Block Group 3, Census Tract 304.04, King County, Washington",531,458,33,33,0,0,0,0,0,0,0,0,0,40,530330304043
1135,1500000US530330305011,"Block Group 1, Census Tract 305.01, King County, Washington",515,431,45,0,2,43,0,0,0,0,8,18,6,7,530330305011
1136,1500000US530330305012,"Block Group 2, Census Tract 305.01, King County, Washington",253,154,16,16,0,0,0,0,0,0,0,56,4,23,530330305012
1137,1500000US530330305031,"Block Group 1, Census Tract 305.03, King County, Washington",793,701,39,39,0,0,0,0,0,0,0,14,17,22,530330305031
1138,1500000US530330305032,"Block Group 2, Census Tract 305.03, King County, Washington",1453,1155,135,135,0,0,0,0,0,12,27,16,0,108,530330305032
1139,1500000US530330305041,"Block Group 1, Census Tract 305.04, King County, Washington",369,281,42,0,0,42,0,0,0,0,0,16,0,30,530330305041
1140,1500000US530330305042,"Block Group 2, Census Tract 305.04, King County, Washington",731,639,73,0,73,0,0,0,0,0,0,5,0,14,530330305042
1141,1500000US530330305043,"Block Group 3, Census Tract 305.04, King County, Washington",684,605,18,18,0,0,0,0,0,0,0,51,0,10,530330305043
1142,1500000US530330305044,"Block Group 4, Census Tract 305.04, King County, Washington",472,403,55,55,0,0,0,0,0,0,0,13,0,1,530330305044
1143,1500000US530330306001,"Block Group 1, Census Tract 306, King County, Washington",801,671,23,0,0,23,0,0,0,0,0,15,0,92,530330306001
1144,1500000US530330306002,"Block Group 2, Census Tract 306, King County, Washington",567,470,61,61,0,0,0,0,0,0,0,0,0,36,530330306002
1145,1500000US530330306003,"Block Group 3, Census Tract 306, King County, Washington",878,605,133,97,0,36,0,0,0,14,8,70,0,48,530330306003
1146,1500000US530330306004,"Block Group 4, Census Tract 306, King County, Washington",727,616,72,0,0,72,0,0,0,0,0,14,12,13,530330306004
1147,1500000US530330307001,"Block Group 1, Census Tract 307, King County, Washington",368,356,3,3,0,0,0,0,0,0,9,0,0,0,530330307001
1148,1500000US530330307002,"Block Group 2, Census Tract 307, King County, Washington",871,763,69,59,0,10,0,0,0,25,0,14,0,0,530330307002
1149,1500000US530330307003,"Block Group 3, Census Tract 307, King County, Washington",661,606,9,6,0,3,0,0,0,0,0,0,10,36,530330307003
1150,1500000US530330308011,"Block Group 1, Census Tract 308.01, King County, Washington",845,750,95,61,0,34,0,0,0,0,0,0,0,0,530330308011
1151,1500000US530330308012,"Block Group 2, Census Tract 308.01, King County, Washington",994,901,93,93,0,0,0,0,0,0,0,0,0,0,530330308012
1152,1500000US530330308013,"Block Group 3, Census Tract 308.01, King County, Washington",1022,884,62,12,0,15,35,0,14,0,0,0,0,62,530330308013
1153,1500000US530330308021,"Block Group 1, Census Tract 308.02, King County, Washington",739,635,62,37,0,25,0,0,0,0,0,34,0,8,530330308021
1154,1500000US530330308022,"Block Group 2, Census Tract 308.02, King County, Washington",519,509,9,9,0,0,0,0,0,0,0,1,0,0,530330308022
1155,1500000US530330308023,"Block Group 3, Census Tract 308.02, King County, Washington",432,340,63,52,0,11,0,0,0,0,0,0,12,17,530330308023
1156,1500000US530330309011,"Block Group 1, Census Tract 309.01, King County, Washington",1006,913,60,53,0,7,0,0,0,0,3,0,8,22,530330309011
1157,1500000US530330309012,"Block Group 2, Census Tract 309.01, King County, Washington",930,775,56,4,0,18,34,0,0,38,8,19,0,34,530330309012
1158,1500000US530330309021,"Block Group 1, Census Tract 309.02, King County, Washington",1163,1127,11,11,0,0,0,0,0,0,0,15,10,0,530330309021
1159,1500000US530330309022,"Block Group 2, Census Tract 309.02, King County, Washington",699,637,21,0,0,21,0,0,0,0,0,41,0,0,530330309022
1160,1500000US530330309023,"Block Group 3, Census Tract 309.02, King County, Washington",1294,1192,33,0,0,33,0,0,0,0,0,37,21,11,530330309023
1161,1500000US530330310001,"Block Group 1, Census Tract 310, King County, Washington",1572,1295,98,9,0,89,0,0,0,0,0,25,54,100,530330310001
1162,1500000US530330310002,"Block Group 2, Census Tract 310, King County, Washington",944,805,96,0,20,76,0,0,0,7,0,0,10,26,530330310002
1163,1500000US530330311001,"Block Group 1, Census Tract 311, King County, Washington",679,617,42,0,0,42,0,0,0,0,0,0,0,20,530330311001
1164,1500000US530330311002,"Block Group 2, Census Tract 311, King County, Washington",764,713,0,0,0,0,0,0,0,0,0,0,17,34,530330311002
1165,1500000US530330311003,"Block Group 3, Census Tract 311, King County, Washington",1051,924,39,27,0,9,3,0,6,0,0,66,0,16,530330311003
1166,1500000US530330311004,"Block Group 4, Census Tract 311, King County, Washington",393,339,9,9,0,0,0,0,0,0,2,4,32,7,530330311004
1167,1500000US530330311005,"Block Group 5, Census Tract 311, King County, Washington",482,479,0,0,0,0,0,0,0,0,0,0,3,0,530330311005
1168,1500000US530330312021,"Block Group 1, Census Tract 312.02, King County, Washington",980,879,17,0,0,17,0,0,0,0,0,0,0,84,530330312021
1169,1500000US530330312022,"Block Group 2, Census Tract 312.02, King County, Washington",357,317,2,2,0,0,0,0,0,0,0,17,0,21,530330312022
1170,1500000US530330312023,"Block Group 3, Census Tract 312.02, King County, Washington",578,473,32,0,0,32,0,0,0,14,0,26,0,33,530330312023
1171,1500000US530330312024,"Block Group 4, Census Tract 312.02, King County, Washington",425,333,0,0,0,0,0,0,0,0,0,13,0,79,530330312024
1172,1500000US530330312025,"Block Group 5, Census Tract 312.02, King County, Washington",348,304,6,5,0,1,0,0,0,0,0,2,0,36,530330312025
1173,1500000US530330312041,"Block Group 1, Census Tract 312.04, King County, Washington",446,374,0,0,0,0,0,0,0,0,0,20,0,52,530330312041
1174,1500000US530330312042,"Block Group 2, Census Tract 312.04, King County, Washington",667,564,40,0,0,40,0,0,0,0,0,0,0,63,530330312042
1175,1500000US530330312043,"Block Group 3, Census Tract 312.04, King County, Washington",649,562,0,0,0,0,0,0,0,0,0,0,0,87,530330312043
1176,1500000US530330312044,"Block Group 4, Census Tract 312.04, King County, Washington",421,410,0,0,0,0,0,0,0,0,0,0,0,11,530330312044
1177,1500000US530330312045,"Block Group 5, Census Tract 312.04, King County, Washington",764,717,14,1,0,13,0,0,0,0,0,0,0,33,530330312045
1178,1500000US530330312051,"Block Group 1, Census Tract 312.05, King County, Washington",1666,1448,151,81,43,27,0,0,0,13,0,0,0,54,530330312051
1179,1500000US530330312052,"Block Group 2, Census Tract 312.05, King County, Washington",1182,976,185,150,0,35,0,0,0,0,0,0,0,21,530330312052
1180,1500000US530330312053,"Block Group 3, Census Tract 312.05, King County, Washington",1205,977,172,17,0,155,0,0,0,0,0,0,0,56,530330312053
1181,1500000US530330312061,"Block Group 1, Census Tract 312.06, King County, Washington",461,377,56,25,0,31,0,0,0,0,0,0,0,28,530330312061
1182,1500000US530330312062,"Block Group 2, Census Tract 312.06, King County, Washington",787,678,39,23,0,16,0,0,0,0,0,42,0,28,530330312062
1183,1500000US530330312063,"Block Group 3, Census Tract 312.06, King County, Washington",948,861,20,0,0,20,0,0,0,0,0,24,31,12,530330312063
1184,1500000US530330313011,"Block Group 1, Census Tract 313.01, King County, Washington",584,536,0,0,0,0,0,0,0,0,0,0,15,33,530330313011
1185,1500000US530330313012,"Block Group 2, Census Tract 313.01, King County, Washington",412,309,19,13,0,6,0,0,0,0,0,7,0,77,530330313012
1186,1500000US530330313021,"Block Group 1, Census Tract 313.02, King County, Washington",579,548,11,0,0,11,0,0,0,0,0,0,0,20,530330313021
1187,1500000US530330313022,"Block Group 2, Census Tract 313.02, King County, Washington",451,379,0,0,0,0,0,0,0,0,0,0,8,64,530330313022
1188,1500000US530330313023,"Block Group 3, Census Tract 313.02, King County, Washington",618,607,0,0,0,0,0,0,0,0,0,0,11,0,530330313023
1189,1500000US530330313024,"Block Group 4, Census Tract 313.02, King County, Washington",535,497,15,0,0,15,0,0,0,0,0,0,0,23,530330313024
1190,1500000US530330314001,"Block Group 1, Census Tract 314, King County, Washington",457,403,0,0,0,0,0,0,0,0,0,0,0,54,530330314001
1191,1500000US530330314002,"Block Group 2, Census Tract 314, King County, Washington",644,622,0,0,0,0,0,0,0,22,0,0,0,0,530330314002
1192,1500000US530330314003,"Block Group 3, Census Tract 314, King County, Washington",1005,886,29,0,0,29,0,0,0,0,0,41,0,49,530330314003
1193,1500000US530330314004,"Block Group 4, Census Tract 314, King County, Washington",537,500,0,0,0,0,0,0,0,0,19,18,0,0,530330314004
1194,1500000US530330314005,"Block Group 5, Census Tract 314, King County, Washington",568,552,0,0,0,0,0,0,0,0,0,0,0,16,530330314005
1195,1500000US530330315011,"Block Group 1, Census Tract 315.01, King County, Washington",547,517,0,0,0,0,0,0,0,0,0,0,0,30,530330315011
1196,1500000US530330315012,"Block Group 2, Census Tract 315.01, King County, Washington",890,810,25,17,0,8,0,0,0,0,0,0,0,55,530330315012
1197,1500000US530330315013,"Block Group 3, Census Tract 315.01, King County, Washington",661,566,15,0,0,15,0,0,0,0,0,0,0,80,530330315013
1198,1500000US530330315021,"Block Group 1, Census Tract 315.02, King County, Washington",477,437,0,0,0,0,0,0,0,0,0,0,0,40,530330315021
1199,1500000US530330315022,"Block Group 2, Census Tract 315.02, King County, Washington",465,420,0,0,0,0,0,0,0,0,0,0,0,45,530330315022
1200,1500000US530330315023,"Block Group 3, Census Tract 315.02, King County, Washington",1153,1042,10,0,0,10,0,0,0,0,20,13,13,55,530330315023
1201,1500000US530330316011,"Block Group 1, Census Tract 316.01, King County, Washington",1105,985,19,0,0,19,0,0,0,0,0,0,9,92,530330316011
1202,1500000US530330316012,"Block Group 2, Census Tract 316.01, King County, Washington",960,785,54,27,0,27,0,0,0,0,0,0,11,110,530330316012
1203,1500000US530330316013,"Block Group 3, Census Tract 316.01, King County, Washington",814,732,0,0,0,0,0,0,0,0,0,38,27,17,530330316013
1204,1500000US530330316031,"Block Group 1, Census Tract 316.03, King County, Washington",823,668,22,11,0,11,0,0,0,0,0,29,12,92,530330316031
1205,1500000US530330316032,"Block Group 2, Census Tract 316.03, King County, Washington",848,756,15,15,0,0,0,0,0,0,0,0,6,71,530330316032
1206,1500000US530330316033,"Block Group 3, Census Tract 316.03, King County, Washington",512,419,0,0,0,0,0,0,0,0,0,24,0,69,530330316033
1207,1500000US530330316034,"Block Group 4, Census Tract 316.03, King County, Washington",1087,929,18,0,0,18,0,0,0,0,0,53,0,87,530330316034
1208,1500000US530330316041,"Block Group 1, Census Tract 316.04, King County, Washington",1633,1384,96,83,0,13,0,0,0,37,19,0,0,97,530330316041
1209,1500000US530330316042,"Block Group 2, Census Tract 316.04, King County, Washington",525,479,0,0,0,0,0,0,0,0,0,17,0,29,530330316042
1210,1500000US530330316043,"Block Group 3, Census Tract 316.04, King County, Washington",692,580,11,0,0,11,0,0,0,10,0,0,0,91,530330316043
1211,1500000US530330316051,"Block Group 1, Census Tract 316.05, King County, Washington",669,596,21,21,0,0,0,0,0,0,0,0,0,52,530330316051
1212,1500000US530330316052,"Block Group 2, Census Tract 316.05, King County, Washington",843,712,10,0,0,10,0,0,0,0,0,10,0,111,530330316052
1213,1500000US530330316053,"Block Group 3, Census Tract 316.05, King County, Washington",760,676,0,0,0,0,0,0,0,0,0,0,14,70,530330316053
1214,1500000US530330317031,"Block Group 1, Census Tract 317.03, King County, Washington",452,335,16,0,0,16,0,0,0,0,0,0,0,101,530330317031
1215,1500000US530330317032,"Block Group 2, Census Tract 317.03, King County, Washington",808,721,0,0,0,0,0,0,0,0,0,0,0,87,530330317032
1216,1500000US530330317033,"Block Group 3, Census Tract 317.03, King County, Washington",740,677,32,32,0,0,0,0,0,0,0,16,0,15,530330317033
1217,1500000US530330317034,"Block Group 4, Census Tract 317.03, King County, Washington",741,714,14,14,0,0,0,0,0,0,0,0,0,13,530330317034
1218,1500000US530330317035,"Block Group 5, Census Tract 317.03, King County, Washington",847,766,23,23,0,0,0,0,0,0,0,0,11,47,530330317035
1219,1500000US530330317041,"Block Group 1, Census Tract 317.04, King County, Washington",781,690,80,30,0,50,0,0,0,0,0,0,0,11,530330317041
1220,1500000US530330317042,"Block Group 2, Census Tract 317.04, King County, Washington",913,811,91,91,0,0,0,0,0,0,0,0,0,11,530330317042
1221,1500000US530330317043,"Block Group 3, Census Tract 317.04, King County, Washington",1372,1269,38,38,0,0,0,0,0,13,0,0,0,52,530330317043
1222,1500000US530330317051,"Block Group 1, Census Tract 317.05, King County, Washington",786,728,43,0,43,0,0,0,0,0,0,10,0,5,530330317051
1223,1500000US530330317052,"Block Group 2, Census Tract 317.05, King County, Washington",540,490,0,0,0,0,0,0,0,0,0,0,0,50,530330317052
1224,1500000US530330317053,"Block Group 3, Census Tract 317.05, King County, Washington",846,721,0,0,0,0,0,0,0,0,0,0,10,115,530330317053
1225,1500000US530330317061,"Block Group 1, Census Tract 317.06, King County, Washington",1163,1063,0,0,0,0,0,0,0,0,0,0,0,100,530330317061
1226,1500000US530330317062,"Block Group 2, Census Tract 317.06, King County, Washington",1122,917,44,44,0,0,0,0,0,129,0,8,0,24,530330317062
1227,1500000US530330317063,"Block Group 3, Census Tract 317.06, King County, Washington",1249,1172,39,20,0,19,0,0,0,0,0,0,0,38,530330317063
1228,1500000US530330317064,"Block Group 4, Census Tract 317.06, King County, Washington",846,752,44,44,0,0,0,0,0,0,0,0,0,50,530330317064
1229,1500000US530330318001,"Block Group 1, Census Tract 318, King County, Washington",912,798,48,21,18,9,0,0,0,0,0,0,0,66,530330318001
1230,1500000US530330318002,"Block Group 2, Census Tract 318, King County, Washington",690,579,7,0,0,7,0,0,0,0,0,24,0,80,530330318002
1231,1500000US530330318003,"Block Group 3, Census Tract 318, King County, Washington",719,662,7,0,0,7,0,0,0,0,0,0,0,50,530330318003
1232,1500000US530330319031,"Block Group 1, Census Tract 319.03, King County, Washington",822,591,85,85,0,0,0,0,0,0,0,0,0,146,530330319031
1233,1500000US530330319032,"Block Group 2, Census Tract 319.03, King County, Washington",969,924,27,27,0,0,0,0,0,0,0,0,0,18,530330319032
1234,1500000US530330319033,"Block Group 3, Census Tract 319.03, King County, Washington",608,557,10,10,0,0,0,0,0,14,0,0,0,27,530330319033
1235,1500000US530330319034,"Block Group 4, Census Tract 319.03, King County, Washington",762,583,22,22,0,0,0,0,0,24,0,0,72,61,530330319034
1236,1500000US530330319035,"Block Group 5, Census Tract 319.03, King County, Washington",656,484,17,17,0,0,0,0,0,0,0,0,0,155,530330319035
1237,1500000US530330319041,"Block Group 1, Census Tract 319.04, King County, Washington",787,674,17,17,0,0,0,0,0,10,0,0,6,80,530330319041
1238,1500000US530330319042,"Block Group 2, Census Tract 319.04, King County, Washington",392,364,0,0,0,0,0,0,0,0,11,0,0,17,530330319042
1239,1500000US530330319043,"Block Group 3, Census Tract 319.04, King County, Washington",329,299,13,13,0,0,0,0,0,0,0,0,0,17,530330319043
1240,1500000US530330319061,"Block Group 1, Census Tract 319.06, King County, Washington",847,793,34,34,0,0,0,0,0,0,0,2,0,18,530330319061
1241,1500000US530330319062,"Block Group 2, Census Tract 319.06, King County, Washington",1072,974,18,18,0,0,0,0,0,0,0,3,0,77,530330319062
1242,1500000US530330319071,"Block Group 1, Census Tract 319.07, King County, Washington",320,277,5,5,0,0,0,0,0,0,0,0,0,38,530330319071
1243,1500000US530330319072,"Block Group 2, Census Tract 319.07, King County, Washington",334,328,6,6,0,0,0,0,0,0,0,0,0,0,530330319072
1244,1500000US530330319073,"Block Group 3, Census Tract 319.07, King County, Washington",1413,1176,59,12,0,47,0,0,0,15,0,62,0,101,530330319073
1245,1500000US530330319074,"Block Group 4, Census Tract 319.07, King County, Washington",1527,1358,77,45,0,32,0,0,0,0,0,0,0,92,530330319074
1246,1500000US530330319075,"Block Group 5, Census Tract 319.07, King County, Washington",493,367,64,47,0,0,17,0,0,0,16,0,0,46,530330319075
1247,1500000US530330319081,"Block Group 1, Census Tract 319.08, King County, Washington",982,835,7,0,7,0,0,0,0,0,0,0,54,86,530330319081
1248,1500000US530330319082,"Block Group 2, Census Tract 319.08, King County, Washington",780,722,14,14,0,0,0,0,0,0,8,27,0,9,530330319082
1249,1500000US530330319083,"Block Group 3, Census Tract 319.08, King County, Washington",721,612,49,49,0,0,0,0,0,0,0,0,0,60,530330319083
1250,1500000US530330319091,"Block Group 1, Census Tract 319.09, King County, Washington",871,768,61,61,0,0,0,0,0,0,0,9,0,33,530330319091
1251,1500000US530330319092,"Block Group 2, Census Tract 319.09, King County, Washington",731,642,36,36,0,0,0,0,0,0,0,9,7,37,530330319092
1252,1500000US530330320021,"Block Group 1, Census Tract 320.02, King County, Washington",731,689,0,0,0,0,0,0,0,0,0,0,0,42,530330320021
1253,1500000US530330320022,"Block Group 2, Census Tract 320.02, King County, Washington",594,479,0,0,0,0,0,0,0,0,16,0,0,99,530330320022
1254,1500000US530330320031,"Block Group 1, Census Tract 320.03, King County, Washington",729,609,39,31,0,8,0,0,0,0,0,14,0,67,530330320031
1255,1500000US530330320032,"Block Group 2, Census Tract 320.03, King County, Washington",900,864,19,10,0,9,0,0,0,0,0,0,0,17,530330320032
1256,1500000US530330320033,"Block Group 3, Census Tract 320.03, King County, Washington",707,617,18,0,0,18,0,0,0,0,0,9,0,63,530330320033
1257,1500000US530330320034,"Block Group 4, Census Tract 320.03, King County, Washington",697,602,0,0,0,0,0,0,0,0,0,0,0,95,530330320034
1258,1500000US530330320051,"Block Group 1, Census Tract 320.05, King County, Washington",423,350,0,0,0,0,0,0,0,0,0,0,0,73,530330320051
1259,1500000US530330320052,"Block Group 2, Census Tract 320.05, King County, Washington",774,774,0,0,0,0,0,0,0,0,0,0,0,0,530330320052
1260,1500000US530330320053,"Block Group 3, Census Tract 320.05, King County, Washington",807,761,31,31,0,0,0,0,0,0,0,0,0,15,530330320053
1261,1500000US530330320054,"Block Group 4, Census Tract 320.05, King County, Washington",1054,1023,16,16,0,0,0,0,0,0,0,0,0,15,530330320054
1262,1500000US530330320055,"Block Group 5, Census Tract 320.05, King County, Washington",558,512,32,32,0,0,0,0,0,0,0,0,0,14,530330320055
1263,1500000US530330320056,"Block Group 6, Census Tract 320.05, King County, Washington",488,456,0,0,0,0,0,0,0,0,0,15,0,17,530330320056
1264,1500000US530330320061,"Block Group 1, Census Tract 320.06, King County, Washington",715,683,11,0,0,11,0,0,0,0,0,0,0,21,530330320061
1265,1500000US530330320062,"Block Group 2, Census Tract 320.06, King County, Washington",937,828,71,61,0,10,0,0,0,0,0,0,0,38,530330320062
1266,1500000US530330320063,"Block Group 3, Census Tract 320.06, King County, Washington",938,861,43,5,0,38,0,0,0,0,0,0,0,34,530330320063
1267,1500000US530330320071,"Block Group 1, Census Tract 320.07, King County, Washington",423,381,0,0,0,0,0,0,0,0,0,0,0,42,530330320071
1268,1500000US530330320072,"Block Group 2, Census Tract 320.07, King County, Washington",986,878,21,9,0,12,0,0,0,15,0,16,11,45,530330320072
1269,1500000US530330320073,"Block Group 3, Census Tract 320.07, King County, Washington",442,370,10,0,0,10,0,0,0,0,0,25,0,37,530330320073
1270,1500000US530330320081,"Block Group 1, Census Tract 320.08, King County, Washington",856,757,6,6,0,0,0,0,0,0,0,8,18,67,530330320081
1271,1500000US530330320082,"Block Group 2, Census Tract 320.08, King County, Washington",755,735,8,0,0,8,0,0,0,0,0,0,12,0,530330320082
1272,1500000US530330320083,"Block Group 3, Census Tract 320.08, King County, Washington",607,560,18,18,0,0,0,0,0,0,0,0,0,29,530330320083
1273,1500000US530330320101,"Block Group 1, Census Tract 320.10, King County, Washington",374,356,0,0,0,0,0,0,0,0,0,0,0,18,530330320101
1274,1500000US530330320102,"Block Group 2, Census Tract 320.10, King County, Washington",861,773,0,0,0,0,0,0,0,14,0,0,19,55,530330320102
1275,1500000US530330320103,"Block Group 3, Census Tract 320.10, King County, Washington",612,493,46,10,0,36,0,0,0,0,0,0,0,73,530330320103
1276,1500000US530330320104,"Block Group 4, Census Tract 320.10, King County, Washington",1165,997,52,52,0,0,0,0,0,0,0,43,17,56,530330320104
1277,1500000US530330320111,"Block Group 1, Census Tract 320.11, King County, Washington",1054,886,52,46,0,6,0,0,0,0,18,11,35,52,530330320111
1278,1500000US530330320112,"Block Group 2, Census Tract 320.11, King County, Washington",1006,849,60,60,0,0,0,0,0,0,0,0,0,97,530330320112
